Working... ━                                          3% 0:02:00
         2807150 function calls (2787663 primitive calls) in 4.346 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     39/1    0.000    0.000    0.000    0.000 __config__.py:25(<dictcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2793(NavigationToolbar2)
       68    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
        1    0.000    0.000    0.000    0.000 _null_file.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:989(<dictcomp>)
      605    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:412(realpath)
        2    0.000    0.000    0.000    0.000 console.py:979(options)
       15    0.000    0.000    0.000    0.000 _make.py:2120(_attrs_to_init_script)
       68    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
      755    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 pathlib.py:260(compile_pattern)
       60    0.000    0.000    0.000    0.000 inspect.py:2755(replace)
        8    0.000    0.000    0.000    0.000 core.py:584(_setResultsName)
       55    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        1    0.000    0.000    0.000    0.000 threading.py:1080(join)
       16    0.000    0.000    0.000    0.000 dataclasses.py:1453(replace)
      248    0.000    0.000    0.000    0.000 patches.py:2271(<genexpr>)
        1    0.000    0.000    0.000    0.000 linalg.py:492(inv)
       64    0.000    0.000    0.000    0.000 enum.py:975(_find_data_type_)
      554    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 figure.py:3005(set_size_inches)
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:59(comma_separated)
        7    0.000    0.000    0.000    0.000 core.py:1446(__radd__)
      378    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 containers.py:66(Lines)
       18    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
        1    0.000    0.000    0.000    0.000 emoji.py:27(Emoji)
       59    0.000    0.000    0.000    0.000 pathlib.py:536(__str__)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
       43    0.000    0.000    0.000    0.000 font_manager.py:814(set_size)
      653    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
       19    0.000    0.000    0.000    0.000 artist.py:24(_prevent_rasterization)
       23    0.000    0.000    0.000    0.000 core.py:5225(__init__)
      233    0.000    0.000    0.000    0.000 _parser.py:956(fix_flags)
      147    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        4    0.000    0.000    0.000    0.000 console.py:1989(_check_buffer)
      356    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
       66    0.000    0.000    0.000    0.000 dataclasses.py:827(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 widgets.py:2533(SpanSelector)
        2    0.000    0.000    0.000    0.000 pathlib.py:1111(mkdir)
        1    0.000    0.000    0.000    0.000 threading.py:1118(_wait_for_tstate_lock)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
      105    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
       18    0.000    0.000    0.000    0.000 fromnumeric.py:40(_wrapit)
      586    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
       44    0.000    0.000    0.000    0.000 typing.py:1033(__typing_subst__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:421(_joinrealpath)
       95    0.000    0.000    0.000    0.000 enum.py:929(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        8    0.000    0.000    0.000    0.000 getlimits.py:484(__new__)
        1    0.000    0.000    0.000    0.000 configparser.py:1326(ConverterMapping)
        1    0.000    0.000    0.000    0.000 box.py:1(<module>)
       65    0.000    0.000    0.000    0.000 results.py:442(__iadd__)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
      233    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     1296    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       13    0.000    0.000    0.000    0.000 core.py:8389(__init__)
       25    0.000    0.000    0.000    0.000 _make.py:2593(__setstate__)
        1    0.000    0.000    0.000    0.000 ticker.py:2240(LogLocator)
       20    0.000    0.000    0.000    0.000 text.py:1095(set_fontsize)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1908(_set_device_pixel_ratio)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1330(__init__)
        2    0.000    0.000    0.000    0.000 ticker.py:2858(__init__)
      116    0.000    0.000    0.000    0.000 __init__.py:321(filter)
       50    0.000    0.000    0.000    0.000 _make.py:2599(_setattrs)
    29/15    0.000    0.000    0.000    0.000 _base.py:909(get_xaxis_transform)
        1    0.000    0.000    0.000    0.000 _base.py:819(set_figure)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
       20    0.000    0.000    0.000    0.000 colors.py:1189(reversed)
        3    0.000    0.000    0.000    0.000 transforms.py:1782(transform)
        1    0.000    0.000    0.000    0.000 _adapters.py:42(CompatibilityFiles)
       40    0.000    0.000    0.000    0.000 colors.py:1149(__init__)
       70    0.000    0.000    0.000    0.000 inspect.py:2077(_signature_is_functionlike)
      106    0.000    0.000    0.000    0.000 transforms.py:182(set_children)
        4    0.000    0.000    0.000    0.000 __init__.py:609(gen_candidates)
      529    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       34    0.000    0.000    0.000    0.000 console.py:1456(get_style)
        1    0.000    0.000    0.000    0.000 live.py:35(Live)
        1    0.000    0.000    0.000    0.000 core.py:4535(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 deprecation.py:379(wrapper)
      627    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
        2    0.000    0.000    0.000    0.000 ticker.py:1974(__init__)
        1    0.000    0.000    0.000    0.000 color.py:302(Color)
       11    0.000    0.000    0.000    0.000 patches.py:347(set_facecolor)
       18    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
     1876    0.000    0.000    0.000    0.000 __init__.py:847(<lambda>)
       43    0.000    0.000    0.000    0.000 core.py:3107(_generateDefaultName)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
       13    0.000    0.000    0.000    0.000 core.py:8394(getdoc)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
       32    0.000    0.000    0.000    0.000 __init__.py:667(__init__)
       45    0.000    0.000    0.000    0.000 transforms.py:2348(__init__)
        1    0.000    0.000    0.000    0.000 _log_render.py:14(LogRender)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:360(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 widgets.py:1341(TextBox)
        1    0.000    0.000    0.000    0.000 gridspec.py:144(get_grid_positions)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:615(RangeSlider)
      244    0.000    0.000    0.000    0.000 typing.py:1694(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 highlighter.py:1(<module>)
      130    0.000    0.000    0.000    0.000 colors.py:967(__init__)
        1    0.000    0.000    0.000    0.000 _null_file.py:5(NullFile)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:371(<dictcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        1    0.000    0.000    0.000    0.000 figure.py:2761(_set_dpi)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:377(BasicInterpolation)
       41    0.000    0.000    0.000    0.000 _parser.py:267(getuntil)
        1    0.000    0.000    0.000    0.000 core.py:456(DebugActions)
        3    0.000    0.000    0.000    0.000 axis.py:440(_apply_tickdir)
       39    0.000    0.000    0.000    0.000 pathlib.py:546(__fspath__)
       32    0.000    0.000    0.000    0.000 colors.py:497(<setcomp>)
       15    0.000    0.000    0.000    0.000 pathlib.py:765(__truediv__)
        1    0.000    0.000    0.000    0.000 linalg.py:2191(lstsq)
        1    0.000    0.000    0.000    0.000 _loop.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ticker.py:2034(set_params)
       11    0.000    0.000    0.000    0.000 patches.py:340(_set_facecolor)
        1    0.000    0.000    0.000    0.000 geo.py:413(LambertAxes)
        3    0.000    0.000    0.000    0.000 text.py:1198(wrap)
      222    0.000    0.000    0.000    0.000 patches.py:2264(<genexpr>)
       34    0.000    0.000    0.000    0.000 transforms.py:758(__init__)
        7    0.000    0.000    0.000    0.000 core.py:5904(__add__)
      450    0.000    0.000    0.000    0.000 _make.py:2588(<genexpr>)
       42    0.000    0.000    0.000    0.000 transforms.py:2043(scale)
       18    0.000    0.000    0.000    0.000 typing.py:1019(__init__)
        1    0.000    0.000    0.000    0.000 region.py:1(<module>)
        2    0.000    0.000    0.000    0.000 console.py:1486(_collect_renderables)
        6    0.000    0.000    0.000    0.000 pathlib.py:1245(is_dir)
      465    0.000    0.000    0.000    0.000 typing.py:1699(__eq__)
        1    0.000    0.000    0.000    0.000 transforms.py:804(from_bounds)
      915    0.000    0.000    0.000    0.000 inspect.py:3032(parameters)
       53    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
      510    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
      316    0.000    0.000    0.000    0.000 rcsetup.py:878(_convert_validator_spec)
       58    0.000    0.000    0.000    0.000 cells.py:31(cell_len)
       44    0.000    0.000    0.000    0.000 results.py:547(copy)
        1    0.000    0.000    0.000    0.000 unicode.py:128(pyparsing_unicode)
      168    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 axis.py:596(Axis)
        1    0.000    0.000    0.000    0.000 transforms.py:2106(IdentityTransform)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 patches.py:1922(Arc)
       86    0.000    0.000    0.000    0.000 _parser.py:309(_class_escape)
        1    0.000    0.000    0.000    0.000 __init__.py:552(get_configdir)
        1    0.000    0.000    0.000    0.000 configparser.py:523(LegacyInterpolation)
     2107    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       45    0.000    0.000    0.000    0.000 lines.py:1270(set_xdata)
        9    0.000    0.000    0.000    0.000 text.py:717(render)
       81    0.000    0.000    0.000    0.000 typing.py:921(_is_unpacked_typevartuple)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
      112    0.000    0.000    0.000    0.000 transforms.py:1769(__init__)
      656    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 padding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:430(<listcomp>)
      169    0.000    0.000    0.000    0.000 core.py:2422(__new__)
      163    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
       15    0.000    0.000    0.000    0.000 pathlib.py:530(_make_child)
        3    0.000    0.000    0.000    0.000 axis.py:497(_apply_tickdir)
        1    0.000    0.000    0.000    0.000 terminal_theme.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
      138    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       30    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
        2    0.000    0.000    0.000    0.000 _make.py:1705(_add_hash)
        1    0.000    0.000    0.000    0.000 geo.py:246(AitoffAxes)
      946    0.000    0.000    0.000    0.000 inspect.py:2743(default)
       11    0.000    0.000    0.000    0.000 functools.py:651(cache)
        3    0.000    0.000    0.000    0.000 pathlib.py:1377(expanduser)
        2    0.000    0.000    0.000    0.000 getlimits.py:540(_init)
        1    0.000    0.000    0.000    0.000 configparser.py:449(ExtendedInterpolation)
       11    0.000    0.000    0.000    0.000 typing.py:2045(__init_subclass__)
       18    0.000    0.000    0.000    0.000 lines.py:1138(set_linestyle)
      782    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      448    0.000    0.000    0.000    0.000 colors.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:186(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 axis.py:43(Tick)
        1    0.000    0.000    0.000    0.000 live.py:51(__init__)
        1    0.000    0.000    0.000    0.000 helpers.py:1027(<listcomp>)
      233    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
        1    0.000    0.000    0.000    0.000 contour.py:72(ContourLabeler)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
       90    0.000    0.000    0.000    0.000 artist.py:103(_stale_axes_callback)
        1    0.000    0.000    0.000    0.000 progress.py:604(TextColumn)
        2    0.000    0.000    0.000    0.000 threading.py:604(wait)
      318    0.000    0.000    0.000    0.000 __init__.py:781(__iter__)
       25    0.000    0.000    0.000    0.000 _make.py:94(attrib)
        1    0.000    0.000    0.000    0.000 geo.py:341(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:294(HammerAxes)
       54    0.000    0.000    0.000    0.000 lines.py:1197(_set_markercolor)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
